UID,Rk,Player,playerid,Age,Tm,Lg,Season,G_Totals,GS_Totals,MP_Totals,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,draftyr,draftrd,draftpk,SeasonN,DraftTeam,playedForDrafter,YrFirstSeason,DraftEra,Seasonstartyr,Seasonendyr,Salary,Source
croshau011999-00,4934,Austin Croshere,croshau01,24,IND,NBA,1999-00,81,14,1885,16.7,0.266,0.354,8.3,21.8,15.3,7.6,1.2,2.1,13.8,21.1,107,101,2.8,2.6,5.4,0.138,0.3,0.5,0.8,1.3,1997,1,12,3,IND,Yes,1997,HSEra,1999,2000,1515120.00, bballref 
croshau012000-01,5156,Austin Croshere,croshau01,25,IND,NBA,2000-01,81,23,1874,14.3,0.295,0.33,7.7,15.5,11.7,8.8,1,1.9,14.5,23.4,99,103,1.2,2,3.2,0.082,-0.8,-1,-1.9,0.1,1997,1,12,4,IND,Yes,1997,HSEra,2000,2001,5300000.00, bballref 
croshau012001-02,5391,Austin Croshere,croshau01,26,IND,NBA,2001-02,76,1,1286,14.3,0.324,0.254,6.7,18.8,12.9,10.1,1.1,1.6,11.9,19.9,104,104,1.2,1.4,2.6,0.098,-0.6,-0.5,-1.1,0.3,1997,1,12,5,IND,Yes,1997,HSEra,2001,2002,6310000.00, bballref 
crowdja012012-13,590,Jae Crowder,crowdja01,22,DAL,NBA,2012-13,78,16,1353,10.2,0.523,0.199,2.9,12.3,7.7,10,2.4,1,10.9,15.1,99,106,0.2,1.3,1.5,0.055,-0.9,0.4,-0.5,0.5,2012,2,34,1,CLE,No,2012,1&DoneEra,2012,2013,600491.00, bballref 
crowdja012013-14,866,Jae Crowder,crowdja01,23,DAL,NBA,2013-14,78,8,1254,11.9,0.51,0.206,4.3,13.5,8.9,6.7,2.4,1.4,11.3,13.2,110,108,1.2,1.1,2.3,0.089,0,0.6,0.6,0.8,2012,2,34,2,CLE,No,2012,1&DoneEra,2013,2014,788872.00, bballref 
crowdja012014-15,1140,Jae Crowder,crowdja01,24,TOT,NBA,2014-15,82,17,1647,13.9,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,108,104,1.9,2,3.9,0.113,-0.1,0.6,0.6,1.1,2012,2,34,3,CLE,?,2012,1&DoneEra,2014,2015,915243.00, bballref 
crowdja012015-16,1413,Jae Crowder,crowdja01,25,BOS,NBA,2015-16,73,73,2308,15.8,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,113,102,3.8,3.5,7.3,0.152,1.5,1.3,2.8,2.8,2012,2,34,4,CLE,No,2012,1&DoneEra,2015,2016,6000000.00, bballref 
crowdja012016-17,1680,Jae Crowder,crowdja01,26,BOS,NBA,2016-17,72,72,2335,14.9,0.547,0.301,2.3,17.3,9.9,10.1,1.6,0.8,8.9,17,118,108,4.1,2.5,6.7,0.137,1.4,0.2,1.6,2.1,2012,2,34,5,CLE,No,2012,1&DoneEra,2016,2017,6286408.00, bballref 
cummivo011999-00,4471,Vonteego Cummings,cummivo01,23,GSW,NBA,1999-00,75,11,1793,12.9,0.231,0.258,3.1,7.9,5.4,22.6,2.6,0.5,15.3,20.2,99,109,0.7,0.7,1.3,0.036,-0.6,-1.6,-2.2,-0.1,1999,1,26,1,IND,No,1999,HSEra,1999,2000,704400.00, bballref 
cummivo012000-01,4703,Vonteego Cummings,cummivo01,24,GSW,NBA,2000-01,66,11,1495,10.4,0.277,0.224,3.1,7,4.9,24.4,2.3,0.7,13.8,18.6,94,109,-0.2,0.4,0.2,0.007,-1.6,-2.1,-3.7,-0.6,1999,1,26,2,IND,No,1999,HSEra,2000,2001,757200.00, bballref 
cummivo012001-02,4935,Vonteego Cummings,cummivo01,25,PHI,NBA,2001-02,58,1,501,11.8,0.246,0.171,3.2,8.5,5.9,21.6,1.9,0.8,15.2,21.7,96,103,0,0.6,0.6,0.06,-1.9,-1.5,-3.4,-0.2,1999,1,26,3,IND,No,1999,HSEra,2001,2002,810000.00, bballref 
cunnida012009-10,1414,Dante Cunningham,cunnida01,22,POR,NBA,2009-10,63,2,707,14.3,0.009,0.224,9.4,18.7,14,3.3,1.9,2.5,6,16.8,112,104,0.9,1,1.9,0.129,-2.1,0.2,-1.9,0,2009,2,33,1,POR,Yes,2009,1&DoneEra,2009,2010,457588.00, bballref 
cunnida012010-11,1681,Dante Cunningham,cunnida01,23,TOT,NBA,2010-11,78,18,1637,10.7,0.028,0.131,6.9,13.9,10.3,4.3,1.8,2.2,9.3,15.7,101,107,0.3,1.7,2,0.06,-3.2,0.5,-2.8,-0.3,2009,2,33,2,POR,?,2009,1&DoneEra,2010,2011,762195.00, bballref 
cunnida012011-12,1948,Dante Cunningham,cunnida01,24,MEM,NBA,2011-12,64,5,1124,14.9,0.007,0.247,9.3,16.4,12.8,5.2,2,2.5,8.6,13.6,115,101,1.8,1.7,3.4,0.147,-0.8,1.6,0.8,0.8,2009,2,33,3,POR,No,2009,1&DoneEra,2011,2012,2000000.00, bballref 
cunnida012012-13,2215,Dante Cunningham,cunnida01,25,MIN,NBA,2012-13,80,9,2010,13.3,0.009,0.154,7.8,15.6,11.6,5.7,2.2,1.5,7.3,17.2,103,105,1.1,2.4,3.5,0.084,-2.1,1.1,-0.9,0.5,2009,2,33,4,POR,No,2009,1&DoneEra,2012,2013,2090000.00, bballref 
cunnida012013-14,2446,Dante Cunningham,cunnida01,26,MIN,NBA,2013-14,81,7,1635,12.6,0.01,0.132,7.3,14.9,11,7.7,1.9,2.7,7.2,15.1,104,105,0.9,2,2.9,0.085,-2.2,2.1,-0.1,0.8,2009,2,33,5,POR,No,2009,1&DoneEra,2013,2014,2180000.00, bballref 
cunnija012012-13,867,Jared Cunningham,cunnija01,21,DAL,NBA,2012-13,8,0,26,14.8,0.214,0.143,4.4,8.4,6.4,6.8,2,0,11.8,29.6,98,109,0,0,0,0.033,-1.8,-4.5,-6.3,0,2012,1,24,1,CLE,No,2012,1&DoneEra,2012,2013,1156320.00, bballref 
cunnija012013-14,1141,Jared Cunningham,cunnija01,22,TOT,NBA,2013-14,13,0,80,8.5,0.333,0.762,1.4,7.2,4.3,14.4,1.9,0,6.7,16.6,108,110,0.1,0,0.1,0.075,-2.4,-2.7,-5.1,-0.1,2012,1,24,2,CLE,?,2012,1&DoneEra,2013,2014,1208400.00, bballref 
cunnija012014-15,1415,Jared Cunningham,cunnija01,23,LAC,NBA,2014-15,19,0,89,7.3,0.394,0.394,1.3,9.9,5.7,16.4,1.7,0,15.3,23.2,88,108,-0.1,0.1,0,-0.023,-4,-2.7,-6.7,-0.1,2012,1,24,3,CLE,No,2012,1&DoneEra,2014,2015,1123737.00, imputed - average of prior and following years 
cunnija012015-16,1682,Jared Cunningham,cunnija01,24,TOT,NBA,2015-16,44,3,410,5.9,0.371,0.524,0.8,9.6,5.3,6.9,1.8,0.4,14,16.5,91,107,-0.3,0.4,0.1,0.014,-4.6,-1.3,-5.9,-0.4,2012,1,24,4,CLE,?,2012,1&DoneEra,2015,2016,1039074.00, bballref 
curlebi011995-96,,Bill Curley,curlebi01,23,POR,NBA,1995-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1,22,1,SAS,No,1994,HSEra,1995,1996,913000.00, bballref 
curlebi011996-97,,Bill Curley,curlebi01,24,MIN,NBA,1996-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1,22,2,SAS,No,1994,HSEra,1996,1997,1123000.00, bballref 
curlebi011997-98,4936,Bill Curley,curlebi01,25,MIN,NBA,1997-98,11,1,146,7.8,0.03,0.091,8.6,13.1,10.9,4,1.1,0.5,8,11.4,109,109,0.1,0.1,0.2,0.068,-2.4,-1.4,-3.8,-0.1,1994,1,22,3,SAS,No,1994,HSEra,1997,1998,1333800.00, bballref 
curlebi011998-99,5158,Bill Curley,curlebi01,26,MIN,NBA,1998-99,35,7,372,7.4,0.069,0.306,5.6,10.1,7.7,5.5,2.4,1.8,10.9,10.8,104,101,0.3,0.4,0.7,0.089,-3.1,1.2,-1.9,0,1994,1,22,4,SAS,No,1994,HSEra,1998,1999,1544000.00, bballref 
curlebi011999-00,5393,Bill Curley,curlebi01,27,TOT,NBA,1999-00,28,0,309,6.5,0.015,0.368,6,11.6,8.6,6.8,2.1,0.9,21,13.7,90,108,-0.1,0.2,0,0.003,-4.9,-0.8,-5.7,-0.3,1994,1,22,5,SAS,?,1994,HSEra,1999,2000,117867.00, bballref 
curlebi012000-01,6135,Bill Curley,curlebi01,28,TOT,NBA,2000-01,20,2,192,10.5,0.043,0.404,10.7,9.6,10.2,2.6,1.9,3.3,22.4,15.8,97,107,0,0.1,0.2,0.038,-3.3,-0.6,-3.9,-0.1,1994,1,22,6,SAS,?,1994,HSEra,2000,2001,1034500.00, bballref 
curryed012001-02,3446,Eddy Curry,curryed01,19,CHI,NBA,2001-02,72,31,1150,14.4,0,0.424,11,16.8,13.8,4,0.7,3.4,13.4,20.7,103,107,1,0.8,1.8,0.075,-2.6,-1.7,-4.4,-0.7,2001,1,4,1,CHI,Yes,2001,HSEra,2001,2002,2678400.00, bballref 
curryed012002-03,3717,Eddy Curry,curryed01,20,CHI,NBA,2002-03,81,48,1571,17.5,0,0.501,8.3,16.4,12.4,4.4,0.6,2.9,16.4,23.6,106,106,2.3,1.1,3.5,0.107,-1,-2,-3,-0.4,2001,1,4,2,CHI,Yes,2001,HSEra,2002,2003,2879280.00, bballref 
curryed012003-04,3984,Eddy Curry,curryed01,21,CHI,NBA,2003-04,73,63,2154,14.8,0.001,0.417,7.1,16.1,11.4,6.2,0.6,2.8,15.1,24.3,98,104,1.1,1.8,3,0.066,-2.4,-0.9,-3.3,-0.7,2001,1,4,3,CHI,Yes,2001,HSEra,2003,2004,3080160.00, bballref 
curryed012004-05,4221,Eddy Curry,curryed01,22,CHI,NBA,2004-05,63,60,1808,16.3,0,0.43,7.2,13.6,10.5,4.1,0.6,2.4,15.8,25.5,103,102,1.5,2.8,4.3,0.115,-1.9,0,-1.9,0.1,2001,1,4,4,CHI,Yes,2001,HSEra,2004,2005,3896402.00, bballref 
curryed012005-06,4472,Eddy Curry,curryed01,23,NYK,NBA,2005-06,72,69,1865,17,0,0.814,9.4,18.9,14.1,1.9,0.8,2.5,18.1,24.1,106,110,2.3,1,3.3,0.084,-1.6,-2.6,-4.2,-1,2001,1,4,5,CHI,No,2001,HSEra,2005,2006,7390000.00, bballref 
curryja012007-08,,JamesOn Curry,curryja01,,CHI,NBA,2007-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2,51,,CHI,Yes,,1&DoneEra,2007,2008,427163.00, bballref 
curryja012009-10,2447,JamesOn Curry,curryja01,24,LAC,NBA,2009-10,1,0,0,,,,,,,,,,,,,,0,0,0,,-6.7,-0.2,-6.9,0,2007,2,51,1,CHI,No,2009,1&DoneEra,2009,2010,26917.00, bballref 
curryst012009-10,1417,Stephen Curry,curryst01,21,GSW,NBA,2009-10,80,77,2896,16.3,0.332,0.175,1.8,12,6.8,24.6,2.5,0.5,16.5,21.8,107,111,3,1.6,4.7,0.077,1.8,-0.7,1,2.2,2009,1,7,1,GSW,Yes,2009,1&DoneEra,2009,2010,2710560.00, bballref 
curryst012010-11,1683,Stephen Curry,curryst01,22,GSW,NBA,2010-11,74,74,2489,19.4,0.325,0.216,2.3,10.9,6.5,28.1,2.2,0.6,16.4,24.4,113,112,5.4,1.3,6.6,0.128,3.5,-1.6,1.9,2.4,2009,1,7,2,GSW,Yes,2009,1&DoneEra,2010,2011,2913840.00, bballref 
curryst012011-12,1949,Stephen Curry,curryst01,23,GSW,NBA,2011-12,26,23,732,21.2,0.409,0.159,2.3,11.3,6.8,32.3,2.8,0.8,17,24,112,108,1.8,0.4,2.2,0.144,4.7,-1.3,3.4,1,2009,1,7,3,GSW,Yes,2009,1&DoneEra,2011,2012,3117120.00, bballref 
curryst012012-13,2216,Stephen Curry,curryst01,24,GSW,NBA,2012-13,78,78,2983,21.3,0.432,0.21,2.3,9.1,5.8,31.1,2.1,0.3,13.7,26.4,115,107,8.4,2.8,11.2,0.18,6.3,-0.9,5.4,5.6,2009,1,7,4,GSW,Yes,2009,1&DoneEra,2012,2013,3958742.00, bballref 
curryst012013-14,2448,Stephen Curry,curryst01,25,GSW,NBA,2013-14,78,78,2846,24.1,0.445,0.252,1.8,10.9,6.4,39.9,2.2,0.4,16.1,28.3,117,104,9.3,4,13.4,0.225,7.4,0,7.4,6.7,2009,1,7,5,GSW,Yes,2009,1&DoneEra,2013,2014,9887642.00, bballref 
dalemsa012001-02,3180,Samuel Dalembert,dalemsa01,20,PHI,NBA,2001-02,34,0,177,13.2,0,0.36,16.2,27.3,21.8,4.8,1.8,5.6,19.5,18.6,88,93,-0.2,0.4,0.3,0.072,-5.7,2.2,-3.5,-0.1,2001,1,26,1,PHI,Yes,2001,HSEra,2001,2002,771480.00, bballref 
dalemsa012002-03,,Samuel Dalembert,dalemsa01,,PHI,NBA,2002-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1,26,,PHI,Yes,,HSEra,2002,2003,691100.00, bballref 
dalemsa012003-04,3447,Samuel Dalembert,dalemsa01,22,PHI,NBA,2003-04,82,53,2197,16.1,0.002,0.349,10.5,22.9,16.8,1.7,1.1,6.8,13,14.1,110,97,3,4,6.9,0.151,-2.4,2.5,0.1,1.2,2001,1,26,2,PHI,Yes,2001,HSEra,2003,2004,887160.00, bballref 
dalemsa012004-05,3718,Samuel Dalembert,dalemsa01,23,PHI,NBA,2004-05,72,60,1785,14.4,0,0.31,11.6,22.6,17.1,3.3,1.3,5.3,17.4,16.3,102,100,0.8,3.1,3.9,0.104,-3.7,2.2,-1.5,0.2,2001,1,26,3,PHI,Yes,2001,HSEra,2004,2005,1599549.00, bballref 
dalemsa012005-06,3985,Samuel Dalembert,dalemsa01,24,PHI,NBA,2005-06,66,52,1761,14.2,0.003,0.358,10.6,25.4,18,2.2,1,6.9,20,13.8,104,102,0.9,2.6,3.6,0.097,-3.8,2.2,-1.6,0.2,2001,1,26,4,PHI,Yes,2001,HSEra,2005,2006,8470000.00, bballref 
dalemsa012006-07,4473,Samuel Dalembert,dalemsa01,25,PHI,NBA,2006-07,82,82,2535,16.1,0.003,0.34,11.3,23.3,17.4,4.2,1,4.8,17.5,16.7,108,103,2.5,3.6,6.2,0.117,-1.5,2.1,0.6,1.6,2001,1,26,5,PHI,Yes,2001,HSEra,2006,2007,9464307.00, bballref 
dampier011996-97,4705,Erick Dampier,dampier01,21,IND,NBA,1996-97,72,21,1052,11.8,0.003,0.5,11.1,22.1,16.7,6.9,1,5.6,17,21.7,91,101,-1,1.9,0.9,0.04,-5.3,2.2,-3,-0.3,1996,1,10,1,IND,Yes,1996,HSEra,1996,1997,1184000.00, bballref 
dampier011997-98,4937,Erick Dampier,dampier01,22,GSW,NBA,1997-98,82,82,2656,14,0.003,0.504,10.6,18.3,14.4,6.1,0.8,3.6,15.3,18.7,100,104,1.1,2.9,4,0.072,-2.5,1.4,-1.1,0.6,1996,1,10,2,IND,No,1996,HSEra,1997,1998,1478880.00, bballref 
dampier011998-99,5160,Erick Dampier,dampier01,23,GSW,NBA,1998-99,50,50,1414,11.8,0,0.493,12.1,16.9,14.4,6.4,1,3,15.4,18.7,93,101,-0.2,1.8,1.5,0.051,-3.1,1.6,-1.5,0.2,1996,1,10,3,IND,No,1996,HSEra,1998,1999,1538000.00, bballref 
dampier011999-00,5395,Erick Dampier,dampier01,24,GSW,NBA,1999-00,21,12,495,9.6,0,0.295,9.6,19.5,14.2,6.2,0.8,2.1,12.9,19.1,90,108,-0.3,0.3,-0.1,-0.006,-4.8,-1.3,-6.1,-0.5,1996,1,10,4,IND,No,1996,HSEra,1999,2000,4988000.00, bballref 
dampier012000-01,5630,Erick Dampier,dampier01,25,GSW,NBA,2000-01,43,26,1038,10,0.006,0.401,9.2,17,12.8,9.2,0.8,4,18.2,18.4,86,107,-1,0.6,-0.5,-0.021,-4.7,0.5,-4.2,-0.6,1996,1,10,5,IND,No,1996,HSEra,2000,2001,5610000.00, bballref 
daniean011997-98,4474,Antonio Daniels,daniean01,22,VAN,NBA,1997-98,74,50,1956,9.9,0.095,0.31,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,93,115,-0.9,-0.4,-1.3,-0.032,-3.1,-3.2,-6.2,-2.1,1997,1,4,1,VAN,Yes,1997,HSEra,1997,1998,2149920.00, bballref 
daniean011998-99,4706,Antonio Daniels,daniean01,23,SAS,NBA,1998-99,47,0,614,16.1,0.093,0.355,2.5,7.1,4.9,29.5,2.6,0.7,17.2,19.4,105,97,0.8,1,1.8,0.143,-0.4,-0.1,-0.5,0.2,1997,1,4,2,VAN,No,1997,HSEra,1998,1999,2472000.00, bballref 
daniean011999-00,4938,Antonio Daniels,daniean01,24,SAS,NBA,1999-00,68,1,1195,15.2,0.192,0.294,1.6,6.4,4.1,24.4,2.4,0.3,13,17.2,110,101,1.9,1.7,3.6,0.144,0.6,-0.5,0.1,0.6,1997,1,4,3,VAN,No,1997,HSEra,1999,2000,2794920.00, bballref 
daniean012000-01,5161,Antonio Daniels,daniean01,25,SAS,NBA,2000-01,79,23,2060,15.5,0.311,0.265,1.5,7.2,4.5,24.9,1.6,0.5,14.2,17.5,113,102,4.1,2.4,6.6,0.153,2.1,-0.6,1.5,1.8,1997,1,4,4,VAN,No,1997,HSEra,2000,2001,2820000.00, bballref 
daniean012001-02,5396,Antonio Daniels,daniean01,26,SAS,NBA,2001-02,82,13,2175,13.4,0.32,0.343,1.3,7.8,4.7,17.2,1.2,0.4,9,16.6,113,104,3.7,2.3,5.9,0.131,0.8,-0.7,0.2,1.2,1997,1,4,5,VAN,No,1997,HSEra,2001,2002,3000000.00, bballref 
danilsa011995-96,5632,Sasha Danilovic,danilsa01,25,MIA,NBA,1995-96,19,18,542,14.4,0.424,0.391,2.6,7.1,4.9,14.9,1.5,0.4,14.6,21.2,112,107,0.9,0.6,1.5,0.129,1.4,-1,0.4,0.3,1992,2,43,1,GSW,No,1995,HSEra,1995,1996,1455000.00, bballref 
danilsa011996-97,5892,Sasha Danilovic,danilsa01,26,TOT,NBA,1996-97,56,42,1789,10.9,0.414,0.265,1.9,7,4.5,10,1.6,0.4,15.4,19.6,102,106,0.8,2,2.8,0.074,-0.7,-0.4,-1.1,0.4,1992,2,43,2,GSW,?,1995,HSEra,1996,1997,1892000.00, bballref 
dareyi011995-96,5633,Yinka Dare,dareyi01,23,NJN,NBA,1995-96,58,23,626,6.1,0,0.431,9.6,22.5,15.9,0,0.7,4.9,29.6,17,77,104,-1.4,1,-0.5,-0.037,-9.9,-1.6,-11.5,-1.5,1994,1,14,2,NJN,Yes,1994,HSEra,1995,1996,1184000.00, bballref 
dareyi011996-97,5893,Yinka Dare,dareyi01,24,NJN,NBA,1996-97,41,2,313,7.2,0,0.685,11.4,17.3,14.2,1.4,0.7,6.7,23,12.4,83,107,-0.4,0.3,-0.1,-0.014,-7.3,1,-6.3,-0.3,1994,1,14,3,NJN,Yes,1994,HSEra,1996,1997,1448000.00, bballref 
dareyi011997-98,6137,Yinka Dare,dareyi01,25,NJN,NBA,1997-98,10,0,60,4.5,0,0.444,18.1,14.4,16.4,2.4,0,2.5,8.5,17,82,110,-0.1,0,-0.1,-0.051,-6.3,-3,-9.4,-0.1,1994,1,14,4,NJN,Yes,1994,HSEra,1997,1998,1552500.00, bballref 
dareyi011998-99,,Yinka Dare,dareyi01,,ORL,NBA,1998-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1,14,,NJN,No,,HSEra,1998,1999,1657000.00, bballref 
dareyi011999-00,,Yinka Dare,dareyi01,,ORL,NBA,1999-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1,14,,NJN,No,,HSEra,1999,2000,1893500.00, bballref 
davidje012007-08,2683,Jermareo Davidson,davidje01,23,CHA,NBA,2007-08,38,2,322,9.8,0,0.224,7.5,14.7,11.1,6.9,1.1,3.5,11,21.9,90,109,-0.4,0.3,-0.1,-0.012,-6,-0.9,-7,-0.4,2007,2,36,1,GSW,No,2007,1&DoneEra,2007,2008,427163.00, bballref 
davidje012008-09,2928,Jermareo Davidson,davidje01,24,GSW,NBA,2008-09,14,0,111,12.3,0,0.486,9.8,23.5,16.7,1.4,0.9,1.9,10.5,18.3,101,112,0,0.1,0.1,0.036,-5.4,-4.1,-9.4,-0.2,2007,2,36,2,GSW,Yes,2007,1&DoneEra,2008,2009,422725.00, bballref 
davisan011995-96,5894,Antonio Davis,davisan01,27,IND,NBA,1995-96,82,14,2092,13.9,0.004,0.716,11.6,18.1,15,3.2,0.8,2.5,12.1,15.8,117,107,3.6,2.4,6,0.137,-0.6,0.3,-0.2,0.9,1990,2,45,3,IND,Yes,1993,HSEra,1995,1996,800000.00, bballref 
davisan011996-97,6138,Antonio Davis,davisan01,28,IND,NBA,1996-97,82,28,2335,13.8,0.022,0.565,9.9,20.5,15.3,4.8,1,2.9,15,18.6,105,103,1.7,3.4,5.2,0.106,-1.9,1.3,-0.6,0.8,1990,2,45,4,IND,Yes,1993,HSEra,1996,1997,5200000.00, bballref 
davisan011997-98,6383,Antonio Davis,davisan01,29,IND,NBA,1997-98,82,12,2191,15.3,0.006,0.754,11.1,19.2,15.4,4.5,1.1,2.3,12.8,17.5,113,100,3.8,3.6,7.4,0.162,-0.4,1.3,1,1.6,1990,2,45,5,IND,Yes,1993,HSEra,1997,1998,4500000.00, bballref 
davisan022012-13,593,Anthony Davis,davisan02,19,NOH,NBA,2012-13,64,60,1846,21.7,0.009,0.333,10.5,23.5,16.8,6.1,2.2,5.1,10.3,21.8,113,104,3.7,2.4,6.1,0.159,0.5,1.9,2.3,2,2012,1,1,1,NOH,Yes,2012,1&DoneEra,2012,2013,5144280.00, bballref 
davisan022013-14,870,Anthony Davis,davisan02,20,NOP,NBA,2013-14,67,66,2358,26.5,0.009,0.438,10,23.3,16.6,8,2,6.7,8.3,25.2,119,104,7.2,3.2,10.4,0.212,2.3,2.2,4.5,3.9,2012,1,1,2,NOH,Yes,2012,1&DoneEra,2013,2014,5375760.00, bballref 
davisan022014-15,1146,Anthony Davis,davisan02,21,NOP,NBA,2014-15,68,68,2455,30.8,0.01,0.384,8,24.1,16.1,11.6,2.1,6.2,6.3,27.8,122,100,9.9,4.2,14,0.274,4.2,3,7.1,5.7,2012,1,1,3,NOH,Yes,2012,1&DoneEra,2014,2015,5607240.00, bballref 
davisan022015-16,1421,Anthony Davis,davisan02,22,NOP,NBA,2015-16,61,61,2164,25,0.095,0.379,6.4,26.4,16.1,10,1.8,4.7,8.4,29.6,110,104,4.4,2.8,7.2,0.16,1,1.2,2.2,2.3,2012,1,1,4,NOH,Yes,2012,1&DoneEra,2015,2016,7070730.00, bballref 
davisan022016-17,1684,Anthony Davis,davisan02,23,NOP,NBA,2016-17,75,75,2708,27.5,0.088,0.424,6.7,27.9,17.2,11.1,1.7,5.1,9.1,32.6,112,102,5.9,5.1,11,0.195,1.4,2.3,3.7,3.9,2012,1,1,5,NOH,Yes,2012,1&DoneEra,2016,2017,22116750.00, bballref 
davisba011999-00,3987,Baron Davis,davisba01,20,CHH,NBA,1999-00,82,0,1523,12.9,0.256,0.353,3.6,8.4,6.1,32.6,3.3,0.9,21.9,18.9,95,101,-0.1,2.2,2.1,0.065,-1.1,0,-1.1,0.3,1999,1,3,1,CHH,Yes,1999,HSEra,1999,2000,2712480.00, bballref 
davisba012000-01,4222,Baron Davis,davisba01,21,CHH,NBA,2000-01,82,82,3192,16.6,0.286,0.352,4.6,9.9,7.3,32.5,2.9,0.8,17,19.2,105,100,4.2,4.7,8.9,0.134,2.2,1.1,3.3,4.3,1999,1,3,2,CHH,Yes,1999,HSEra,2000,2001,2916000.00, bballref 
davisba012001-02,4475,Baron Davis,davisba01,22,CHH,NBA,2001-02,82,82,3318,18.2,0.356,0.252,3.2,8.8,6,37.3,2.8,1,14.2,23.9,105,104,4.4,3.8,8.2,0.118,4.1,0.1,4.2,5.2,1999,1,3,3,CHH,Yes,1999,HSEra,2001,2002,3119400.00, bballref 
davisba012002-03,4708,Baron Davis,davisba01,23,NOH,NBA,2002-03,50,47,1889,16.9,0.355,0.164,3.4,8.1,5.7,30.5,2.6,0.8,14.1,24,103,102,2.2,2.2,4.5,0.113,3,-0.3,2.7,2.2,1999,1,3,4,CHH,Yes,1999,HSEra,2002,2003,3942922.00, bballref 
davisba012003-04,4940,Baron Davis,davisba01,24,NOH,NBA,2003-04,67,66,2686,20.7,0.415,0.251,2.7,9.6,6.1,37.9,3.2,0.8,12.1,30.1,103,102,4.3,3.2,7.5,0.133,5.9,-0.2,5.6,5.2,1999,1,3,5,CHH,Yes,1999,HSEra,2003,2004,10960000.00, bballref 
davisbe011996-97,4941,Ben Davis,davisbe01,24,PHO,NBA,1996-97,20,0,98,9.4,0,0.769,14.4,17.8,16.1,0,2.1,0.8,7.9,17.4,96,107,0,0.1,0.1,0.037,-6.1,-4.7,-10.8,-0.2,1996,2,43,1,PHO,Yes,1996,HSEra,1996,1997,220000.00, bballref 
davisbe011997-98,5163,Ben Davis,davisbe01,25,NYK,NBA,1997-98,7,0,13,7.7,0,0,55.2,0,27.7,0,4.2,0,0,36.1,78,100,-0.1,0,0,-0.127,-6,-10.5,-16.4,0,1996,2,43,2,PHO,No,1996,HSEra,1997,1998,25000.00, bballref 
davisbe011998-99,5400,Ben Davis,davisbe01,26,NYK,NBA,1998-99,8,0,21,34.4,0,0.353,52.5,10.8,30.9,43,0,0,4.8,47.2,107,103,0.1,0,0.1,0.238,19.3,1.7,21,0.1,1996,2,43,3,PHO,No,1996,HSEra,1998,1999,425000.00, bballref 
davisbe011999-00,5635,Ben Davis,davisbe01,27,PHO,NBA,1999-00,5,0,22,8.5,0,0,15.5,29.8,22.8,13.2,2.3,3.3,33.3,18,70,92,-0.1,0.1,0,-0.033,-8.3,4.2,-4.1,0,1996,2,43,4,PHO,Yes,1996,HSEra,1999,2000,45847.00, bballref 
davisda011995-96,6875,Dale Davis,davisda01,26,IND,NBA,1995-96,78,77,2617,14.3,0,0.482,12.4,21.1,16.9,4.6,1.2,3.4,14.1,14.8,110,105,2.6,3.7,6.2,0.115,-0.2,2.4,2.2,2.8,1991,1,13,5,IND,Yes,1991,HSEra,1995,1996,4050000.00, bballref 
davisde012016-17,274,Deyonta Davis,davisde01,20,MEM,NBA,2016-17,36,0,238,10.6,0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12,107,105,0.1,0.4,0.5,0.097,-5.4,1.8,-3.7,-0.1,2016,2,31,1,BOS,No,2016,1&DoneEra,2016,2017,1369229.00, bballref 
davisde012017-18,594,Deyonta Davis,davisde01,21,MEM,NBA,2017-18,62,6,943,16.6,0,0.215,9,22,15.3,7.1,0.8,3.9,9.9,15.3,122,110,1.9,0.8,2.7,0.138,-1.3,0.4,-0.9,0.3,2016,2,31,2,BOS,No,2016,1&DoneEra,2017,2018,1312611.00, bballref 
davised012010-11,1147,Ed Davis,davised01,21,TOR,NBA,2010-11,65,17,1602,15.8,0,0.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,120,110,2.9,1.1,4,0.119,-0.1,0.5,0.3,0.9,2010,1,13,1,TOR,Yes,2010,1&DoneEra,2010,2011,1919160.00, bballref 
