UID,Rk,Player,playerid,Age,Tm,Lg,Season,G_Totals,GS_Totals,MP_Totals,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,draftyr,draftrd,draftpk,SeasonN,DraftTeam,playedForDrafter,YrFirstSeason,DraftEra,Seasonstartyr,Seasonendyr,Salary,Source
hughela011999-00,4523,Larry Hughes,hughela01,21,TOT,NBA,1999-00,82,37,2324,14.7,0.109,0.329,5,11.4,8.1,15.8,2.5,0.9,12.9,27.8,95,105,-0.5,2.2,1.7,0.036,-0.8,-0.5,-1.4,0.4,1998,1,8,2,PHI,?,1998,HSEra,1999,2000,1722240.00, bballref 
hughela012000-01,4755,Larry Hughes,hughela01,22,GSW,NBA,2000-01,50,45,1846,13.9,0.093,0.313,4,12.5,7.9,21,2.7,1.1,14.2,24.4,93,107,-0.4,1.1,0.6,0.017,-0.9,0,-0.9,0.5,1998,1,8,3,PHI,No,1998,HSEra,2000,2001,1842480.00, bballref 
hughela012001-02,4987,Larry Hughes,hughela01,23,GSW,NBA,2001-02,73,56,2049,15.4,0.115,0.32,4.2,8.7,6.4,26.1,2.8,0.8,15.6,22.5,101,109,1.4,1.1,2.4,0.057,0.5,-0.9,-0.4,0.8,1998,1,8,4,PHI,No,1998,HSEra,2001,2002,2343635.00, bballref 
hughela012002-03,5203,Larry Hughes,hughela01,24,WAS,NBA,2002-03,67,56,2137,15.5,0.107,0.251,3.7,13.4,8.5,17.5,2.2,0.8,14.2,21.2,101,104,1.6,2.1,3.7,0.082,0.2,0.2,0.4,1.3,1998,1,8,5,PHI,No,1998,HSEra,2002,2003,4546000.00, bballref 
hummero012013-14,1198,Robbie Hummel,hummero01,24,MIN,NBA,2013-14,53,5,655,9.6,0.503,0.09,5.7,16.6,11,5,1.2,0.2,5.2,12.6,110,108,0.6,0.6,1.1,0.084,-1.4,-0.7,-2.1,0,2012,2,58,1,MIN,Yes,2013,1&DoneEra,2013,2014,100000.00, late 2nd rd assumption: 100k 
hummero012014-15,1474,Robbie Hummel,hummero01,25,MIN,NBA,2014-15,45,4,742,9.7,0.297,0.169,4.6,16.4,10.3,5.6,1.1,1,8.9,12.1,110,113,0.7,0.1,0.8,0.05,-1.8,-1.6,-3.5,-0.3,2012,2,58,2,MIN,Yes,2013,1&DoneEra,2014,2015,880000.00, bballref 
hummero012016-17,,Robbie Hummel,hummero01,,DEN,NBA,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2,58,,MIN,No,,1&DoneEra,2016,2017,150000.00, bballref 
humphkr012004-05,2738,Kris Humphries,humphkr01,19,UTA,NBA,2004-05,67,4,873,9.5,0.021,0.352,10.1,18.1,14,8.5,1.6,1.7,13.6,20.2,88,108,-1,0.7,-0.3,-0.019,-4.3,-0.7,-5,-0.7,2004,1,14,1,UTA,Yes,2004,HSEra,2004,2005,1481400.00, bballref 
humphkr012005-06,2987,Kris Humphries,humphkr01,20,UTA,NBA,2005-06,62,2,619,10.3,0.025,0.32,10.9,20,15.4,8.6,2,2.2,11.8,19.7,90,104,-0.6,0.8,0.2,0.019,-4.7,-0.1,-4.8,-0.4,2004,1,14,2,UTA,Yes,2004,HSEra,2005,2006,1592400.00, bballref 
humphkr012006-07,3244,Kris Humphries,humphkr01,21,TOR,NBA,2006-07,60,2,670,13.5,0,0.427,13.5,19.3,16.4,4.2,1.1,2.4,12.7,17.4,107,105,0.7,0.8,1.5,0.107,-2.6,-0.1,-2.7,-0.1,2004,1,14,3,UTA,No,2004,HSEra,2006,2007,1703520.00, bballref 
humphkr012007-08,3510,Kris Humphries,humphkr01,22,TOR,NBA,2007-08,70,0,925,15.7,0.006,0.372,11.4,21.8,16.6,4.9,1.4,2.5,10.8,22.1,103,105,0.6,1.3,1.8,0.096,-2.8,-0.3,-3.2,-0.3,2004,1,14,4,UTA,No,2004,HSEra,2007,2008,2522913.00, bballref 
humphkr012008-09,3777,Kris Humphries,humphkr01,23,TOR,NBA,2008-09,29,0,265,16.3,0,0.533,10.7,20.2,15.5,6,1.6,1.8,6.7,20.7,112,108,0.4,0.3,0.7,0.125,-2,-1.1,-3.1,-0.1,2004,1,14,5,UTA,No,2004,HSEra,2008,2009,3200000.00, bballref 
humphry012002-03,3776,Ryan Humphrey,humphry01,23,TOT,NBA,2002-03,48,1,444,4.1,0,0.325,8.6,16.8,12.7,3.7,1,3,14.4,16.2,76,105,-0.9,0.4,-0.5,-0.052,-7.8,-0.7,-8.5,-0.7,2002,1,19,1,UTA,?,2002,HSEra,2002,2003,1063680.00, bballref 
humphry012003-04,4041,Ryan Humphrey,humphry01,24,MEM,NBA,2003-04,2,0,11,-1,0.25,0,20.3,10.4,15.4,13.9,4.8,0,33.3,24.6,59,99,-0.1,0,0,-0.217,-7.5,1.8,-5.8,0,2002,1,19,2,UTA,No,2002,HSEra,2003,2004,1143360.00, bballref 
humphry012004-05,4270,Ryan Humphrey,humphry01,25,MEM,NBA,2004-05,35,0,317,10.2,0.019,0.359,19,13.9,16.5,3.3,1.7,0.2,16.2,21.2,91,105,-0.3,0.4,0.1,0.013,-4.3,-2.1,-6.4,-0.4,2002,1,19,3,UTA,No,2002,HSEra,2004,2005,1223160.00, bballref 
huntebr012003-04,3778,Brandon Hunter,huntebr01,23,BOS,NBA,2003-04,36,12,406,12.6,0.026,0.371,14.4,18.8,16.6,7.9,1.6,0.2,14,17.6,98,103,0.2,0.4,0.6,0.066,-2.7,-1.2,-3.9,-0.2,2003,2,56,1,BOS,Yes,2003,HSEra,2003,2004,366931.00, bballref 
huntebr012004-05,4042,Brandon Hunter,huntebr01,24,ORL,NBA,2004-05,31,0,224,12.2,0,0.534,12.7,21.7,17.3,2.2,0.9,2.2,19.6,21.9,95,106,-0.1,0.2,0.2,0.036,-5,-3.1,-8.1,-0.3,2003,2,56,2,BOS,No,2003,HSEra,2004,2005,620046.00, bballref 
hunteli011995-96,5942,Lindsey Hunter,hunteli01,25,DET,NBA,1995-96,80,48,2138,11.2,0.46,0.191,2.6,8.2,5.5,14.7,2.2,0.7,10.5,17,105,106,1.3,2.6,3.9,0.089,-0.1,0.3,0.2,1.2,1993,1,10,3,DET,Yes,1993,HSEra,1995,1996,1444000.00, bballref 
hunteli011996-97,6192,Lindsey Hunter,hunteli01,26,DET,NBA,1996-97,82,76,3023,13.4,0.449,0.195,2.5,7,4.8,8.9,2.4,0.7,7.8,20.1,107,106,3,3.4,6.4,0.101,1.2,-0.1,1.1,2.4,1993,1,10,4,DET,Yes,1993,HSEra,1996,1997,1715000.00, bballref 
hunteli011997-98,6445,Lindsey Hunter,hunteli01,27,DET,NBA,1997-98,71,67,2505,12.4,0.321,0.237,2.9,8.9,5.9,15.1,2.7,0.3,10.8,19,101,104,1.2,2.8,4,0.077,0.3,0.4,0.7,1.7,1993,1,10,5,DET,Yes,1993,HSEra,1997,1998,1750000.00, bballref 
hunterj012015-16,341,R.J. Hunter,hunterj01,22,BOS,NBA,2015-16,36,0,315,7.7,0.643,0.071,0.7,12,6.2,5.9,2.2,1,9.8,15.1,94,104,-0.1,0.4,0.3,0.045,-3.1,-0.4,-3.5,-0.1,2015,1,28,1,BOS,Yes,2015,1&DoneEra,2015,2016,1148640.00, bballref 
hunterj012016-17,655,R.J. Hunter,hunterj01,23,CHI,NBA,2016-17,3,0,9,-3.2,1,0,0,12.1,6,0,0,0,0,4.8,0,113,0,0,0,-0.088,-9.4,-2,-11.4,0,2015,1,28,2,BOS,No,2015,1&DoneEra,2016,2017,1625240.00, bballref 
hunterj012017-18,921,R.J. Hunter,hunterj01,24,HOU,NBA,2017-18,5,1,45,8.5,0.7,0.1,0,12.4,6.3,10.3,3.3,0,8.7,22.5,92,105,0,0.1,0,0.022,-3,-1.6,-4.5,0,2015,1,28,3,BOS,No,2015,1&DoneEra,2017,2018,75000.00, two way contract assumption 
huntest012001-02,3511,Steven Hunter,huntest01,20,ORL,NBA,2001-02,53,21,516,12.9,0,0.639,8.6,12.4,10.5,1.5,0.5,5.8,7.8,17.7,106,105,0.5,0.5,1,0.094,-4,-0.9,-4.9,-0.4,2001,1,15,1,ORL,Yes,2001,HSEra,2001,2002,1244880.00, bballref 
huntest012002-03,3779,Steven Hunter,huntest01,21,ORL,NBA,2002-03,33,5,447,13.4,0,0.427,9.5,14.5,11.9,2.2,1,5.9,10.9,13.7,107,103,0.4,0.5,0.9,0.099,-3.2,0.9,-2.3,0,2001,1,15,2,ORL,Yes,2001,HSEra,2002,2003,1338240.00, bballref 
huntest012003-04,4043,Steven Hunter,huntest01,22,ORL,NBA,2003-04,59,23,789,11.2,0,0.445,7.6,17,12.2,2.4,0.3,6.7,13.5,12.3,99,108,0.3,0.3,0.6,0.034,-4.3,0.3,-4,-0.4,2001,1,15,3,ORL,Yes,2001,HSEra,2003,2004,1431600.00, bballref 
huntest012004-05,4271,Steven Hunter,huntest01,23,PHO,NBA,2004-05,76,3,1046,14.7,0.005,0.741,10.5,12.6,11.6,1.7,0.2,6.4,13.1,14,116,107,1.7,1,2.6,0.121,-1.5,1,-0.5,0.4,2001,1,15,4,ORL,No,2001,HSEra,2004,2005,1720046.00, bballref 
huntest012005-06,4524,Steven Hunter,huntest01,24,PHI,NBA,2005-06,69,35,1312,13.9,0,0.474,9.8,14.4,12.1,2.1,0.5,4.4,15.4,14.4,111,109,1.5,1,2.5,0.09,-2.4,-0.5,-2.9,-0.3,2001,1,15,5,ORL,No,2001,HSEra,2005,2006,2800000.00, bballref 
hurlebo011995-96,5943,Bobby Hurley,hurlebo01,24,SAC,NBA,1995-96,72,22,1059,6.5,0.33,0.37,1.3,6.9,4.1,29.5,1.4,0.2,24.3,14.7,92,113,-0.7,0.4,-0.3,-0.013,-4.4,-2.9,-7.3,-1.4,1993,1,7,3,SAC,Yes,1993,HSEra,1995,1996,2584000.00, bballref 
hurlebo011996-97,6193,Bobby Hurley,hurlebo01,25,SAC,NBA,1996-97,49,12,632,10.4,0.36,0.424,1.6,5.4,3.5,33.8,2.3,0.4,27.1,14.4,99,111,0.1,0.3,0.4,0.031,-3.3,-3.4,-6.8,-0.8,1993,1,7,4,SAC,Yes,1993,HSEra,1996,1997,3068000.00, bballref 
hurlebo011997-98,6446,Bobby Hurley,hurlebo01,26,TOT,NBA,1997-98,61,3,875,9,0.092,0.319,1.5,7.1,4.3,31.2,1.4,0,24.1,18.2,91,113,-0.6,0,-0.5,-0.029,-4.4,-4.1,-8.5,-1.4,1993,1,7,5,SAC,?,1993,HSEra,1997,1998,3552000.00, bballref 
ibakase012009-10,1475,Serge Ibaka,ibakase01,20,OKC,NBA,2009-10,73,0,1323,15.2,0.005,0.249,12.3,21.9,17.2,1.2,1,5.5,14.2,16.2,109,101,1.3,2.4,3.7,0.134,-3.1,0.8,-2.4,-0.1,2008,1,24,1,SEA,Yes,2009,1&DoneEra,2009,2010,1120200.00, bballref 
ibakase012010-11,1741,Serge Ibaka,ibakase01,21,OKC,NBA,2010-11,82,44,2216,17.7,0.002,0.298,11.7,20.8,16.4,1.6,0.7,6.5,9.2,15.7,119,104,4.3,3.2,7.6,0.164,-1.1,1.2,0.1,1.1,2008,1,24,2,SEA,Yes,2009,1&DoneEra,2010,2011,1204200.00, bballref 
ibakase012011-12,2020,Serge Ibaka,ibakase01,22,OKC,NBA,2011-12,66,66,1792,19,0.006,0.241,13.2,18.2,15.9,2.5,1,9.8,12.7,15.7,113,98,3,3.2,6.2,0.167,-0.9,3.8,3,2.2,2008,1,24,3,SEA,Yes,2009,1&DoneEra,2011,2012,1288200.00, bballref 
ibakase012012-13,2279,Serge Ibaka,ibakase01,23,OKC,NBA,2012-13,80,80,2486,19.4,0.073,0.246,11.1,17,14.2,2.8,0.6,7.4,12.7,18.1,117,101,5.3,4.1,9.4,0.181,0.2,1.9,2.1,2.6,2008,1,24,4,SEA,Yes,2009,1&DoneEra,2012,2013,2253062.00, bballref 
ibakase012013-14,2513,Serge Ibaka,ibakase01,24,OKC,NBA,2013-14,81,81,2666,19.6,0.061,0.203,10,19.6,15,5.2,0.7,6.7,10.3,19.8,115,102,5.2,4.4,9.6,0.173,-0.4,2.3,1.9,2.6,2008,1,24,5,SEA,Yes,2009,1&DoneEra,2013,2014,12250000.00, bballref 
iguodan012004-05,2740,Andre Iguodala,iguodan01,21,PHI,NBA,2004-05,82,82,2686,13.5,0.26,0.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,110,102,2.7,4,6.6,0.118,-0.6,2.9,2.3,2.9,2004,1,9,1,PHI,Yes,2004,HSEra,2004,2005,1914480.00, bballref 
iguodan012005-06,2988,Andre Iguodala,iguodan01,22,PHI,NBA,2005-06,82,82,3086,14.8,0.23,0.507,4.4,13.8,9.1,12.9,2.3,0.5,15.4,14.7,115,108,4.9,2.6,7.5,0.116,1.2,0.9,2.1,3.2,2004,1,9,2,PHI,Yes,2004,HSEra,2005,2006,2058000.00, bballref 
iguodan012006-07,3245,Andre Iguodala,iguodan01,23,PHI,NBA,2006-07,76,76,3062,18.1,0.156,0.556,3,14,8.5,23.8,2.6,0.8,17.5,22.6,107,105,4.1,3.6,7.7,0.12,1.9,1.4,3.4,4.1,2004,1,9,3,PHI,Yes,2004,HSEra,2006,2007,2201640.00, bballref 
iguodan012007-08,3512,Andre Iguodala,iguodan01,24,PHI,NBA,2007-08,82,82,3242,19,0.24,0.396,3.1,13.4,8.2,20.3,2.8,1.2,12.5,23.8,110,105,5.3,4.4,9.6,0.143,2.9,1.5,4.3,5.2,2004,1,9,4,PHI,Yes,2004,HSEra,2007,2008,2804889.00, bballref 
iguodan012008-09,3780,Andre Iguodala,iguodan01,25,PHI,NBA,2008-09,82,82,3269,18.4,0.228,0.454,3.3,14,8.6,22.4,2.1,0.9,13.9,22.3,112,108,5.6,3.5,9.2,0.134,2.8,1,3.8,4.8,2004,1,9,5,PHI,Yes,2004,HSEra,2008,2009,11300000.00, bballref 
ilgauzy011996-97,,Zydrunas Ilgauskas,ilgauzy01,,CLE,NBA,1996-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1,20,,CLE,Yes,,HSEra,1996,1997,720000.00, bballref 
ilgauzy011997-98,4272,Zydrunas Ilgauskas,ilgauzy01,22,CLE,NBA,1997-98,82,81,2379,19.7,0.005,0.345,14.6,22.6,18.6,5.7,1.2,4.3,12.6,22.4,111,97,4.5,4.9,9.4,0.189,0.3,1.7,2,2.4,1996,1,20,1,CLE,Yes,1997,HSEra,1997,1998,828000.00, bballref 
ilgauzy011998-99,4525,Zydrunas Ilgauskas,ilgauzy01,23,CLE,NBA,1998-99,5,5,171,17.5,0,0.526,12.8,20,16.4,4.9,1.3,3.3,11.4,22.6,105,100,0.3,0.2,0.5,0.134,-0.7,-0.6,-1.3,0,1996,1,20,2,CLE,Yes,1997,HSEra,1998,1999,936000.00, rookie scale 
ilgauzy011999-00,,Zydrunas Ilgauskas,ilgauzy01,,CLE,NBA,1999-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1,20,,CLE,Yes,,HSEra,1999,2000,9000000.00, bballref 
ilgauzy012000-01,4756,Zydrunas Ilgauskas,ilgauzy01,25,CLE,NBA,2000-01,24,24,616,16,0.009,0.333,12.3,17.8,15,5.4,1.3,4.4,18.3,24.1,96,103,0.1,0.7,0.7,0.056,-2.1,0,-2.1,0,1996,1,20,3,CLE,Yes,1997,HSEra,2000,2001,10130000.00, bballref 
ilgauzy012001-02,5204,Zydrunas Ilgauskas,ilgauzy01,26,CLE,NBA,2001-02,62,23,1329,17.4,0.009,0.487,12.1,17.3,14.8,9.4,0.7,4.6,12,27,103,107,1.5,1,2.5,0.089,-1.3,-0.9,-2.2,-0.1,1996,1,20,4,CLE,Yes,1997,HSEra,2001,2002,11250000.00, bballref 
ilgauzy012002-03,5448,Zydrunas Ilgauskas,ilgauzy01,27,CLE,NBA,2002-03,81,81,2432,19.4,0.004,0.456,10.8,17.4,14.1,10.1,1.2,4.4,13.5,27.8,102,105,2.9,2.1,5,0.099,-0.5,-0.4,-0.9,0.7,1996,1,20,5,CLE,Yes,1997,HSEra,2002,2003,12375000.00, bballref 
ilicmi012006-07,3246,Mile Ilic,ilicmi01,22,NJN,NBA,2006-07,5,0,6,-48.6,0,0,0,19.5,9.8,0,0,0,50,46.6,0,109,-0.2,0,-0.2,-1.264,-46.4,-7.2,-53.6,-0.1,2005,2,43,1,NJN,Yes,2006,HSEra,2006,2007,800000.00, bballref 
ilicmi012007-08,,Mile Ilic,ilicmi01,,NOH,NBA,2007-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2,43,,NJN,No,,HSEra,2007,2008,864000.00, bballref 
ilyaser012005-06,,Ersan Ilyasova,ilyaser01,,MIL,NBA,2005-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2,36,,MIL,Yes,,HSEra,2005,2006,398762.00, bballref 
ilyaser012006-07,1742,Ersan Ilyasova,ilyaser01,19,MIL,NBA,2006-07,66,14,973,12.1,0.408,0.245,6.9,16,11.4,7.8,1.4,1.4,11.3,21,102,111,0.5,0.5,1,0.051,-1.1,-2.3,-3.4,-0.4,2005,2,36,1,MIL,Yes,2006,HSEra,2006,2007,664209.00, bballref 
ilyaser012009-10,2021,Ersan Ilyasova,ilyaser01,22,MIL,NBA,2009-10,81,31,1898,15.7,0.331,0.217,9,22.6,15.5,7.5,1.5,1,8.2,20.8,110,102,2.5,3.3,5.8,0.146,0.3,0.5,0.8,1.3,2005,2,36,2,MIL,Yes,2006,HSEra,2009,2010,2100000.00, bballref 
ilyaser012010-11,2280,Ersan Ilyasova,ilyaser01,23,MIL,NBA,2010-11,60,34,1505,14.3,0.239,0.205,7.9,20.7,14.1,6.6,1.8,1.3,10.2,19.1,105,101,1.1,2.7,3.8,0.121,-1.4,1.2,-0.2,0.7,2005,2,36,3,MIL,Yes,2006,HSEra,2010,2011,2320500.00, bballref 
ilyaser012011-12,2514,Ersan Ilyasova,ilyaser01,24,MIL,NBA,2011-12,60,41,1655,20.5,0.188,0.307,12.7,22.8,17.6,7,1.3,2,10.1,20.1,118,103,4.4,2,6.4,0.185,2.2,-0.2,2,1.7,2005,2,36,4,MIL,Yes,2006,HSEra,2011,2012,2541000.00, bballref 
ilyaser012012-13,3248,Ersan Ilyasova,ilyaser01,25,MIL,NBA,2012-13,73,54,2012,18.3,0.267,0.196,7.9,20.3,13.9,9.6,1.7,1.3,7.9,20.5,114,104,4.1,2.5,6.7,0.159,1.7,0.1,1.8,1.9,2005,2,36,5,MIL,Yes,2006,HSEra,2012,2013,7900000.00, bballref 
inglida012014-15,,Damien Inglis,inglida01,,MIL,NBA,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,31,,MIL,Yes,,1&DoneEra,2014,2015,820000.00, bballref 
inglida012015-16,923,Damien Inglis,inglida01,20,MIL,NBA,2015-16,20,1,156,6.7,0.351,0.216,1.5,21.1,11.4,9,2,1.6,21.4,14.9,81,107,-0.2,0.2,-0.1,-0.024,-6.1,-0.3,-6.4,-0.2,2014,2,31,1,MIL,Yes,2015,1&DoneEra,2015,2016,855000.00, bballref 
ingrabr012016-17,345,Brandon Ingram,ingrabr01,19,LAL,NBA,2016-17,79,40,2279,8.5,0.273,0.312,2.8,12.7,7.6,10.5,1.1,1.3,12.9,16.8,96,115,-1,0.7,-0.3,-0.007,-3.1,-0.7,-3.8,-1.1,2016,1,2,1,LAL,Yes,2016,1&DoneEra,2016,2017,5281680.00, bballref 
ingrabr012017-18,657,Brandon Ingram,ingrabr01,20,LAL,NBA,2017-18,59,59,1975,13.8,0.138,0.371,3.1,13.8,8.5,17.7,1.1,1.8,14.4,22.2,104,109,1,1.8,2.8,0.068,-1.6,0.3,-1.3,0.4,2016,1,2,2,LAL,Yes,2016,1&DoneEra,2017,2018,5519400.00, bballref 
irvinky012011-12,924,Kyrie Irving,irvinky01,19,CLE,NBA,2011-12,51,51,1558,21.4,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,109,110,3.4,0.6,4.1,0.125,4.9,-1.7,3.3,2.1,2011,1,1,1,CLE,Yes,2011,1&DoneEra,2011,2012,5144280.00, bballref 
irvinky012012-13,1200,Kyrie Irving,irvinky01,20,CLE,NBA,2012-13,59,59,2048,21.4,0.261,0.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,108,110,4.2,1.1,5.3,0.125,4.9,-1.6,3.3,2.8,2011,1,1,2,CLE,Yes,2011,1&DoneEra,2012,2013,5530080.00, bballref 
irvinky012013-14,1476,Kyrie Irving,irvinky01,21,CLE,NBA,2013-14,71,71,2496,20.1,0.278,0.273,2.3,9.5,5.8,31.6,2.2,0.8,12.1,28.2,109,108,4.6,2.1,6.7,0.128,4.1,-0.9,3.2,3.3,2011,1,1,3,CLE,Yes,2011,1&DoneEra,2013,2014,5607240.00, bballref 
irvinky012014-15,1743,Kyrie Irving,irvinky01,22,CLE,NBA,2014-15,75,75,2730,21.5,0.306,0.296,2.3,7.5,5,25,2.2,0.6,11.8,26.2,117,108,8.4,2,10.4,0.183,4.7,-1.4,3.3,3.7,2011,1,1,4,CLE,Yes,2011,1&DoneEra,2014,2015,7070730.00, bballref 
irvinky012015-16,2022,Kyrie Irving,irvinky01,23,CLE,NBA,2015-16,53,53,1667,19.9,0.298,0.217,3,7.6,5.3,26.6,1.7,0.9,11.4,29.5,109,106,3.2,1.7,5,0.143,3,-1.4,1.6,1.5,2011,1,1,5,CLE,Yes,2011,1&DoneEra,2015,2016,14746000.00, bballref 
isaacjo012017-18,346,Jonathan Isaac,isaacjo01,20,ORL,NBA,2017-18,27,10,536,9.8,0.317,0.172,3.3,17.2,10.2,4.8,3,4.5,14.8,15,87,104,-0.6,0.8,0.2,0.021,-4.9,3.1,-1.8,0,2017,1,6,1,ORL,Yes,2017,1&DoneEra,2017,2018,4186320.00, bballref 
iversal011996-97,4757,Allen Iverson,iversal01,21,PHI,NBA,1996-97,76,74,3045,18,0.303,0.362,4,7.2,5.6,33.6,2.6,0.6,16.2,28.9,104,112,3.1,1,4.1,0.065,3.4,-2,1.5,2.7,1996,1,1,1,PHI,Yes,1996,HSEra,1996,1997,2267000.00, bballref 
iversal011997-98,4989,Allen Iverson,iversal01,22,PHI,NBA,1997-98,80,80,3150,20.4,0.167,0.38,3.1,7.7,5.4,30.6,3,0.6,12.9,26.9,109,106,6.3,2.8,9,0.138,4.5,-0.7,3.8,4.6,1996,1,1,2,PHI,Yes,1996,HSEra,1997,1998,3128640.00, bballref 
iversal011998-99,5205,Allen Iverson,iversal01,23,PHI,NBA,1998-99,48,48,1990,22.2,0.188,0.449,3.8,10.1,6.9,24.2,3,0.3,11.7,32.6,105,99,4.3,2.9,7.2,0.173,4.9,-0.3,4.6,3.3,1996,1,1,3,PHI,Yes,1996,HSEra,1998,1999,3537000.00, bballref 
iversal011999-00,5449,Allen Iverson,iversal01,24,PHI,NBA,1999-00,70,70,2853,20,0.151,0.358,2.7,7.7,5.2,23,2.6,0.1,10.3,34.4,101,102,3.3,3.6,6.9,0.116,3.4,-0.8,2.6,3.3,1996,1,1,4,PHI,Yes,1996,HSEra,1999,2000,9000000.00, bballref 
iversal012000-01,5687,Allen Iverson,iversal01,25,PHI,NBA,2000-01,71,71,2979,24,0.169,0.397,1.9,8.3,5.2,23,3.2,0.5,10,35.9,106,99,7.3,4.5,11.8,0.19,5,-0.1,4.8,5.1,1996,1,1,5,PHI,Yes,1996,HSEra,2000,2001,10130000.00, bballref 
iveyro012004-05,2742,Royal Ivey,iveyro01,23,ATL,NBA,2004-05,62,5,809,8.9,0.045,0.338,2.6,9.9,6,20,2.5,0.7,20.3,15.8,95,111,-0.2,0.4,0.2,0.009,-3.8,-1.3,-5,-0.6,2004,2,37,1,ATL,Yes,2004,HSEra,2004,2005,425000.00, bballref 
iveyro012005-06,2990,Royal Ivey,iveyro01,24,ATL,NBA,2005-06,73,66,978,8.4,0.038,0.125,3.7,8.2,5.9,12.2,1.3,0.5,7.6,14,106,114,0.6,0,0.7,0.034,-2.7,-2.5,-5.1,-0.8,2004,2,37,2,ATL,Yes,2004,HSEra,2005,2006,641748.00, bballref 
iveyro012006-07,3249,Royal Ivey,iveyro01,25,ATL,NBA,2006-07,53,18,539,9.6,0.112,0.245,3.3,8.1,5.7,14.1,2.4,0.6,16.4,16.2,97,109,0,0.4,0.3,0.03,-3.1,-1.3,-4.4,-0.3,2004,2,37,3,ATL,Yes,2004,HSEra,2006,2007,744551.00, bballref 
iveyro012007-08,3514,Royal Ivey,iveyro01,26,MIL,NBA,2007-08,75,20,1437,8.8,0.283,0.31,3,6.8,4.8,16.9,1.6,0.4,14.9,15.8,102,115,0.4,0.2,0.5,0.018,-2,-2.4,-4.4,-0.9,2004,2,37,4,ATL,No,2004,HSEra,2007,2008,826046.00, bballref 
iveyro012008-09,3782,Royal Ivey,iveyro01,27,PHI,NBA,2008-09,71,0,861,7.6,0.548,0.207,2.6,8,5.3,7.4,2.2,0.7,9.2,13.2,102,110,0.2,0.8,0.9,0.052,-1.8,-0.4,-2.2,0,2004,2,37,5,ATL,No,2004,HSEra,2008,2009,854957.00, bballref 
iwundwe012017-18,347,Wesley Iwundu,iwundwe01,23,ORL,NBA,2017-18,62,12,1020,7.8,0.211,0.216,3.9,11,7.4,7.8,1.6,0.9,11.2,11.6,100,112,0,0.7,0.7,0.032,-3.7,0.2,-3.5,-0.4,2017,2,33,1,ORL,Yes,2017,1&DoneEra,2017,2018,1050000.00, bballref 
jackja012005-06,2515,Jarrett Jack,jackja01,22,POR,NBA,2005-06,79,4,1599,12.3,0.178,0.374,1.3,10.8,6,23.2,1.4,0.1,17,17.8,104,114,1.1,0.1,1.2,0.035,-1.2,-2.4,-3.6,-0.7,2005,1,22,1,DEN,No,2005,HSEra,2005,2006,1058640.00, bballref 
jackja012006-07,2743,Jarrett Jack,jackja01,23,POR,NBA,2006-07,79,79,2651,14.5,0.255,0.396,0.8,9.1,4.9,26.2,1.8,0.3,18.4,18,110,112,3.8,1,4.8,0.087,1.2,-1.3,-0.1,1.3,2005,1,22,2,DEN,No,2005,HSEra,2006,2007,1137960.00, bballref 
jackja012007-08,2991,Jarrett Jack,jackja01,24,POR,NBA,2007-08,82,16,2229,13,0.306,0.4,1.6,10.7,6.2,22.7,1.5,0,19.6,19.3,105,110,1.6,1.5,3.2,0.069,-0.2,-0.6,-0.8,0.7,2005,1,22,3,DEN,No,2005,HSEra,2007,2008,1217400.00, bballref 
jackja012008-09,3250,Jarrett Jack,jackja01,25,IND,NBA,2008-09,82,53,2716,13.1,0.259,0.308,1.8,9.5,5.6,18.6,1.6,0.5,16,18.5,107,111,2.3,1.8,4.1,0.073,0,-0.7,-0.7,0.9,2005,1,22,4,DEN,No,2005,HSEra,2008,2009,2002623.00, bballref 
jackja012009-10,3515,Jarrett Jack,jackja01,26,TOR,NBA,2009-10,82,43,2243,16.3,0.297,0.359,1.6,9.8,5.8,27.7,1.4,0.2,17.3,19.1,116,115,4.5,0.2,4.8,0.102,2.5,-2.3,0.1,1.2,2005,1,22,5,DEN,No,2005,HSEra,2009,2010,4500000.00, bballref 
